year,id,make,model,default_model_images
1975-1985,1096,Ferrari,308 GTS,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1985-1989,1097,Ferrari,328 GTS,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1964-1968,1098,Ferrari,330 GT 2+2,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1966-1968,1099,Ferrari,330 GTC,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1966-1968,1100,Ferrari,330 GTS,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1989-1995,1085,Ferrari,348,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1999-2006,1086,Ferrari,360,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1967-1973,1087,Ferrari,365,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1976-1978,1101,Ferrari,400 GT,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1979-1984,1102,Ferrari,400i,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1985-1989,1103,Ferrari,412 GT,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
1995-1998,1088,Ferrari,456,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
1998-2004,1104,Ferrari,456M,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
1976-1980,1105,Ferrari,512BB,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1981-1985,1106,Ferrari,512BBi,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
1996-2001,1089,Ferrari,550,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
2002-2006,1107,Ferrari,575M Maranello,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
2006-2011,1108,Ferrari,599 GTB Fiorano,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str-nmr.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri-nmr.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to-nmr.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to-nmr.webp"
2004-2011,1109,Ferrari,612 Scaglietti,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
2018-2022,1110,Ferrari,812 Superfast,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
2008-2014,1111,Ferrari,California,"http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-2to.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkgr-str.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-bkrd-str.webp,http://www.coverland.com/pub/media/category-images-new/01-str-grbk.webp,http://www.coverland.com/pub/media/category-images-new/premium-plus-grbk-tri.webp,http://www.coverland.com/pub/media/category-images-new/premium-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-pro-gr-1to.webp,http://www.coverland.com/pub/media/category-images-new/standard-gr-1to.webp"
